34,0.238008056
264,1.260696276
310,0.315290104
314,0.762761306
29,0.230385326
235,0.863574325
555,2.572321549
562,0.418953986
381,1.398096522
585,4.851128333
461,1.590516995
92,0.796830543
482,0.158251998
386,1.297598864
542,2.42264716
231,0.81820248
57,0.641508572
260,0.233243549
86,0.459810014
288,0.408417215
259,0.987310006
129,0.571691083
166,6.612593682
328,1.78923313
64,0.520374112
109,1.327967262
17,1.272528957
225,0.623470603
73,1.384087059
391,9.087757138
183,0.57321938
594,1.000111154
120,0.438705141
348,0.857059107
60,2.971081185
275,0.426473736
295,1.643675479
74,0.224589047
304,0.467140431
509,0.893655721
213,0.304305813
323,2.000898841
195,1.665013092
107,3.404216758
69,0.422771989
516,1.021388417
35,0.303713988
263,0.878835237
433,4.647169852
486,0.226184197
315,1.63773646
325,1.321896666
318,1.626857189
584,1.243789535
131,0.879143167
80,1.180154067
87,0.816570505
201,2.326212258
394,1.314866721
510,1.237573544
284,0.094859388
350,0.064493684
558,15.32300233
485,0.133629541
266,0.307731861
416,0.292460924
41,0.591838801
364,1.007930504
356,0.145542814
359,1.472421845
576,1.547875185
529,3.946319301
441,0.341082755
444,0.34100323
40,2.258820934
463,1.74463683
232,8.990304739
220,0.530669056
58,0.68368469
47,0.600662748
146,0.327826809
52,0.165925452
543,0.544466965
445,2.828295116
365,0.758213985
377,0.927873908
152,0.289869996
251,0.615531692
525,1.925758824
474,13.6498805
456,0.528658107
499,1.51838197
596,0.167160254
153,1.152788658
312,0.904322968
531,1.456422702
173,0.545850474
559,25.64699429
5,0.530346753
294,2.262376342
313,0.264270989
308,1.121257475
442,1.823368484
546,2.368631265
177,0.337427824
36,1.507187793
303,0.479467768
319,0.113794158
140,1.271373399
256,1.036988094
423,0.085801057
327,0.880596066
130,13.1562696
435,0.897844245
149,0.576622106
65,0.412660784
224,0.684384152
178,0.174281756
101,0.679184874
373,1.037205999
451,0.692056574
298,1.834086444
205,2.550120624
99,1.066652569
226,1.651983798
124,1.935708968
8,2.166219494
37,1.779662672
549,0.201258177
471,1.668608059
198,2.209818945
405,1.40139109
185,0.944227501
502,1.147830032
116,2.535948704
22,0.602392999
