77065a7bc997bae82d5feb260eec50c,0.002557828,0.002597147,0.002577488,52
66828747e0e7671021c7b87f47c77e12,0.002516542,0.002835083,0.002675813,44
99606d5346d6b958b96244559b61fdc2,0.005185584,0.005233038,0.005209311,76
33f95e59143938ddb490a9cf145bf702,0.002281639,0.002312721,0.00229718,32
70e27da90dec2de49604bf8c981ad1eb,0.002038892,0.00219275,0.002115821,7
92a718b74a2e5e84fd2d6c7ed5a8dbd,0.002577629,0.00265972,0.002618675,60
8e05e4f955eaf140ff673973a435017f,0.003446793,0.00352907,0.003487932,125
4c36e3b0210fb9e899232e04f9a28249,0.002961419,0.0031089,0.003035159,138
c3a1e04f49e80d22a10cf495b6dc4ef,0.002854735,0.003101735,0.002978235,68
18c7b5644290ce2caf0c754abe32de,0.003454338,0.003249062,0.0033517,82
385f12fba67e43ada9fe1734a6086750,0.001940898,0.003487233,0.002714065,38
c5bdc334a3df466e8e1630a4c009bdc0,0.002974332,0.003058406,0.003016369,47
3cdb021c923034c68bb386c7dede359e,0.00279636,0.002792098,0.002794229,99
165aec174bb93968a114c8c036e29a08,0.002440933,0.002446937,0.002443935,97
86736cf3dc841eafde5db5d0d11befd1,0.002769646,0.003057702,0.002913674,83
d060adfab4c02ec616abce8cb03e7794,0.003503602,0.003587562,0.003545582,99
36bc228a8722bf27473f10e6caaeca56,0.003277763,0.003668874,0.003473318,89
89026c748b9cf721bda72093f9b5aa73,0.002904791,0.003096095,0.003000443,45
4bb61e5a72bea4506ca2b6e5474aad11,0.002628325,0.002661442,0.002644884,33
6ee6fa5c8d664f1349314ffcec1f2f7f,0.002152013,0.002227908,0.002189961,30
691bf14434c590f212a6200f1680863,0.002773436,0.003195424,0.00298443,159
95d8510258f7f919c9be4fc52f26b7f5,0.002849302,0.003090981,0.002970141,41
d8b50ce6cbfb56a4786993ccbbbff425,0.002552953,0.002771496,0.002662224,36
ff3c8e21a48ed17cc1bcae9def1986da,0.002062026,0.002121132,0.002091579,24
c42f9dec04f0fb3151a95aaa6caba1d3,0.003070982,0.003824312,0.003447647,151
5d62b276cf9582e2473f10e6caaeca56,0.002596788,0.002639233,0.002618011,34
5fc2334bf83f4c0e3505c0c7d5679ae2,0.002626425,0.003207708,0.002917067,96
fe8850296592f2b16abce8cb03e7794,0.002765378,0.003760943,0.00326316,95
435d3d83b7511e39f44e15caa8fd94b4,0.002236301,0.002334961,0.002285631,59
bc587f9680c5ea9b58be2d1dec5d09d7,0.002302105,0.003124866,0.002713486,165
714e69d3b56560ec41a5d15a014fb347,0.002612121,0.002748586,0.002680353,98
e2bdf01abc79a8d054b49557f8ea8b42,0.00335918,0.003400327,0.003379754,87
227ab69792241382acfaf62fe6ca656,0.002433176,0.002552228,0.002492702,41
792a93f2b8dcfe7116abce8cb03e7794,0.00242637,0.002678264,0.002552317,45
6a06a8905edb576edb976bf16d451bb2,0.002362481,0.002419769,0.002391125,80
72a35a471514d6299e317a6cc797b629,0.002274798,0.002249196,0.002261997,27
52cff656189850a2546b7395fb17f97e,0.002545302,0.002797496,0.002671399,42
7de59e150d4712b7b3cf5236f651a8e6,0.002689531,0.002988952,0.002839242,228
ef6b9ea0fbba6af828ea89475d3a158d,0.007628235,0.00786139,0.007744812,34
8e308d28d463427f43f0e92e826556b8,0.002664988,0.002574527,0.002619758,174
36fe332c1b11696d51a95aaa6caba1d3,0.001518222,0.00155939,0.001538806,14
42ccff0d88276152e341b5704aa568bd,0.001897405,0.002015086,0.001956245,21
63599f1dc1511c25d76439fb95cdd2ed,0.002566094,0.002940255,0.002753175,83
b51d8c15d8f603c350937622ac92802,0.002528352,0.003994517,0.003261434,29
ee1d28a50a2b71e129348d14ca881f7d,0.002536021,0.002594085,0.002565053,92
44c278891ddcab2dc0e3666c7d0ec7d0,0.002779285,0.002757956,0.00276862,97
88aae5646dcad7062a9eb0f146e94477,0.002795209,0.002972343,0.002883776,51
c631ec6f38a5e1d7fdc1d9a76d31d55,0.002084176,0.002281355,0.002182766,43
c44111ca55c697117fbfaeeb4819ffd2,0.00274596,0.002860011,0.002802986,50
7c44aa72f314ee8e634b31c394824611,0.002314729,0.002046484,0.002180606,42
6bbcd5608ddf871a4cdd04162f008888,0.00273817,0.002760352,0.002749261,51
3da0d2ecb594ceae348b30181b0729b3,0.001718335,0.001754061,0.001736198,10
e40b027b68ff767d76ad064d1c5fdd7c,0.001787731,0.00178867,0.0017882,11
9a58eccb0ab51d2fa790ab932daff416,0.002885054,0.003000774,0.002942914,215
b57bdd19852e0084f7a5eccf728c3b75,0.009203141,0.009308071,0.009255606,186
3d681ed2a7eef0df28f46021c78a3723,0.002537167,0.002720049,0.002628608,37
f78bf954495be532afe1d4530f4c6e24,0.002632474,0.003758286,0.00319538,48
65d6433043c40046b82c0841410a924f,0.002606941,0.002760388,0.002683664,50
7f7bec6423847a583002e98d41e915cd,0.002360089,0.002309617,0.002334853,27
7272b7e028737097f200a72c9245aee7,0.002805688,0.002908698,0.002857193,160
