34,0.002486467,0.001328884,0.001907676,0.000981632,0,3,1,6,0.002275375,0.001377725,0.00182655,0.001033983,1,0,57,57,0.002345135,0.001554305,0.00194972,0.001175815,2116,0,46,2176
264,0.001521384,0.000730118,0.001125751,0.00078737,0,0,0,4,0.001459557,0.000763985,0.001111771,0.000838024,0,0,1,8,0.001554357,0.000877287,0.001215822,0.000946444,223,0,3,344
310,0.001838966,0.000738756,0.001288861,0.000811225,0,3,0,9,0.001802431,0.00078113,0.00129178,0.000852443,0,0,4,30,0.001891481,0.000985531,0.001438506,0.001039804,705,0,21,1011
314,0.00210964,0.001001587,0.001555613,0.000919652,0,2,5,19,0.002023739,0.001070017,0.001546878,0.000974869,3,0,11,53,0.00210381,0.00134539,0.0017246,0.001206176,1596,0,29,1831
29,0.001647774,0.00067947,0.001163622,0.000602961,0,0,0,4,0.001601297,0.000703046,0.001152172,0.000653246,0,0,0,5,0.001672211,0.000741048,0.00120663,0.000696411,196,0,2,260
235,0.001965768,0.001112423,0.001539096,0.000921968,0,3,0,9,0.001926355,0.001170376,0.001548366,0.000971999,0,0,6,40,0.00201241,0.001343996,0.001678203,0.001122462,1026,0,22,1457
555,0.002320329,0.001271421,0.001795875,0.000894539,1,3,1,25,0.002271111,0.001348405,0.001809758,0.000955664,2,1,31,96,0.002340834,0.001620872,0.001980853,0.001188826,2302,0,40,2516
562,0.001789701,0.00107028,0.00142999,0.000927757,0,0,0,14,0.001757176,0.001112508,0.001434842,0.000968879,0,0,3,28,0.001846736,0.001256076,0.001551406,0.001087591,713,0,14,975
381,0.002896394,0.002662505,0.00277945,0.001513538,4,3,3,40,0.002682934,0.002716588,0.002699761,0.00157612,10,0,67,258,0.002495281,0.002978109,0.002736695,0.001805899,4261,0,36,3804
585,0.002248527,0.00102026,0.001634393,0.001089386,0,0,0,3,0.002220149,0.001070343,0.001645246,0.001133202,0,0,18,60,0.00221983,0.001287778,0.001753804,0.001310735,1439,0,42,1810
461,0.002677656,0.001483982,0.002080819,0.001142172,0,3,3,21,0.002645823,0.001580588,0.002113205,0.001206607,4,0,97,170,0.002658573,0.001739258,0.002198915,0.001351892,3642,0,35,3825
92,0.001728495,0.001393994,0.001561244,0.001016209,0,3,0,9,0.001668729,0.00142449,0.00154661,0.001060786,0,0,1,17,0.001765437,0.001542224,0.001653831,0.001157479,559,0,15,749
482,0.001645172,0.000684317,0.001164745,0.000603309,0,0,0,2,0.001602177,0.000705882,0.001154029,0.000637219,0,0,0,2,0.001676146,0.0007617,0.001218923,0.000692643,161,0,3,285
386,0.002168412,0.000944501,0.001556457,0.000751864,0,3,3,20,0.002033237,0.001007747,0.001520492,0.00080087,1,0,25,82,0.002146226,0.00145411,0.001800168,0.001174456,2517,0,57,2572
542,0.002641187,0.001230466,0.001935826,0.000924767,0,0,2,6,0.002285014,0.001350954,0.001817984,0.001003524,5,0,110,121,0.002317742,0.001723781,0.002020761,0.00131515,3227,0,68,2793
231,0.001887371,0.001713709,0.00180054,0.001127029,1,3,2,26,0.00180656,0.001766758,0.001786659,0.001183113,1,0,16,59,0.00188106,0.001932038,0.001906549,0.00134043,1081,0,25,1238
57,0.001916085,0.001820561,0.001868323,0.001375194,0,3,0,21,0.001887246,0.001860172,0.001873709,0.001427671,1,0,2,73,0.001963529,0.001968605,0.001966067,0.001526094,895,0,9,1098
