,gt-pred,pred-gt,average,gt-pred,pred-gt,average,gt-pred,pred-gt,average
425,0.00223031,0.001310993,0.001770651,0.00226004,0.001261004,0.001760522,0.002339985,0.001951666,0.002145826
285,0.002359984,0.00120404,0.001782012,0.002388845,0.001240641,0.001814743,0.00252444,0.001748046,0.002136243
272,0.002094107,0.001132435,0.001613271,0.001984929,0.001021875,0.001503402,0.00220742,0.001684243,0.001945831
515,0.001939277,0.00125154,0.001595409,0.001985984,0.001258827,0.001622405,0.002012659,0.001672369,0.001842514
547,0.001962592,0.001154157,0.001558374,0.001932747,0.001193489,0.001563118,0.002038431,0.001392454,0.001715442
28,0.00188056,0.001368321,0.00162444,0.001807385,0.001342038,0.001574711,0.001947253,0.001785371,0.001866312
147,0.002004177,0.002373672,0.002188925,0.001983703,0.002405331,0.002194517,0.002036216,0.002481229,0.002258723
396,0.002528722,0.002044056,0.002286389,0.002576241,0.002106566,0.002341404,0.002593237,0.002335057,0.002464147
375,0.002011342,0.001242507,0.001626925,0.001984095,0.001235857,0.001609976,0.002070166,0.001580745,0.001825456
222,0.002154348,0.001274189,0.001714268,0.002159665,0.001293893,0.001726779,0.002200184,0.001683479,0.001941832
196,0.001796211,0.000866007,0.001331109,0.001726135,0.000843167,0.001284651,0.001847876,0.001128488,0.001488182
67,0.00165378,0.000836262,0.001245021,0.001580674,0.000818063,0.001199368,0.001699713,0.001123985,0.001411849
32,0.002434763,0.00146747,0.001951116,0.002415411,0.001496199,0.001955805,0.00250263,0.001897921,0.002200275
503,0.002359876,0.001347465,0.001853671,0.002347966,0.001379649,0.001863808,0.002375538,0.001483638,0.001929588
283,0.002494406,0.001175166,0.001834786,0.002554257,0.001139536,0.001846897,0.002508056,0.001651598,0.002079827
571,0.001584587,0.000778841,0.001181714,0.001523137,0.000793898,0.001158518,0.001611361,0.000904806,0.001258083
448,0.002345684,0.001141399,0.001743542,0.002315967,0.001175643,0.001745805,0.002323869,0.001231897,0.001777883
255,0.002459016,0.001705062,0.002082039,0.002619887,0.001738784,0.002179335,0.002489975,0.002170662,0.002330319
361,0.002164329,0.001563948,0.001864138,0.002142408,0.001566608,0.001854508,0.002201755,0.001916254,0.002059005
243,0.002396242,0.002864519,0.00263038,0.002576392,0.002543524,0.002559958,0.002456134,0.004252998,0.003354566
141,0.001981707,0.002348979,0.002165343,0.001944854,0.002372841,0.002158847,0.001988169,0.002429887,0.002209028
322,0.002166751,0.001241729,0.00170424,0.002133202,0.001269003,0.001701103,0.002229083,0.001632371,0.001930727
330,0.00278365,0.001287941,0.002035796,0.002781086,0.001303085,0.002042085,0.002765326,0.001563961,0.002164644
197,0.002093853,0.001274409,0.001684131,0.002029207,0.001198756,0.001613981,0.002211916,0.002040306,0.002126111
279,0.002294242,0.001011229,0.001652735,0.00227806,0.001037933,0.001657996,0.002288325,0.001155072,0.001721699
265,0.001922994,0.000998991,0.001460992,0.001865569,0.000974518,0.001420043,0.001995085,0.001341167,0.001668126
139,0.002212405,0.00209,0.002151203,0.002184404,0.002122188,0.002153296,0.002231556,0.002248035,0.002239795
520,0.002296615,0.001459337,0.001877976,0.002277028,0.001481213,0.001879121,0.002310845,0.00158183,0.001946337
159,0.002224745,0.001013337,0.001619041,0.002237514,0.001004901,0.001621208,0.002286249,0.001490894,0.001888572
161,0.002636126,0.001140376,0.001888251,0.00264107,0.001180461,0.001910766,0.002652388,0.001557337,0.002104863
56,0.00205057,0.001806628,0.001928599,0.002064148,0.001820879,0.001942514,0.002102719,0.002162236,0.002132478
427,0.002548579,0.001980488,0.002264534,0.002664285,0.001969637,0.002316961,0.002625889,0.002703685,0.002664787
410,0.002601415,0.002621056,0.002611236,0.002833717,0.002630928,0.002732322,0.002597283,0.00319368,0.002895481
371,0.00239841,0.002324942,0.002361676,0.002414229,0.002376934,0.002395582,0.002439583,0.002718817,0.0025792
368,0.001876926,0.001477785,0.001677356,0.001814595,0.001468733,0.001641664,0.001931604,0.001722919,0.001827262
216,0.001597408,0.000867624,0.001232516,0.001495694,0.000816868,0.001156281,0.001670491,0.001319017,0.001494754
53,0.00192826,0.001103529,0.001515894,0.001945125,0.001094064,0.001519594,0.001950851,0.001265615,0.001608233
148,0.002260279,0.002080829,0.002170554,0.002277212,0.002115684,0.002196448,0.002299342,0.002244257,0.002271799
366,0.002306352,0.002783975,0.002545163,0.002709328,0.002768774,0.002739051,0.002302009,0.003322211,0.00281211
374,0.002133276,0.0015277,0.001830488,0.00208827,0.001549177,0.001818724,0.002148495,0.001714762,0.001931629
320,0.001636296,0.001065125,0.001350711,0.001552475,0.00106971,0.001311093,0.001670675,0.001232943,0.001451809
521,0.001982662,0.001714991,0.001848826,0.001949849,0.001734392,0.00184212,0.002017656,0.001907008,0.001962332
561,0.002104671,0.001760457,0.001932564,0.00207328,0.001791012,0.001932146,0.002118932,0.001890001,0.002004466
24,0.00233779,0.001697182,0.002017486,0.002304224,0.001718498,0.002011361,0.00238196,0.00198812,0.00218504
184,0.001998217,0.001786811,0.001892514,0.002007123,0.001820248,0.001913685,0.002040215,0.002039006,0.002039611
556,0.003492951,0.002585164,0.003039057,0.004529461,0.002514186,0.003521823,0.003537854,0.003625495,0.003581674
379,0.001982573,0.000992301,0.001487437,0.001912113,0.00097386,0.001442986,0.002048462,0.001158252,0.001603357
102,0.00193967,0.00138518,0.001662425,0.001891843,0.001387961,0.001639902,0.001981172,0.001663409,0.001822291
598,0.001970551,0.001101767,0.001536159,0.001935759,0.001115705,0.001525732,0.001984959,0.001210415,0.001597687
332,0.00212201,0.001116176,0.001619093,0.002083151,0.001118053,0.001600602,0.002165195,0.001394894,0.001780045
299,0.001690718,0.000826062,0.00125839,0.001630553,0.000834624,0.001232589,0.001711017,0.000945068,0.001328042
59,0.001846863,0.001304657,0.00157576,0.001812267,0.001325857,0.001569062,0.00186896,0.001422662,0.001645811
136,0.001810708,0.001448908,0.001629808,0.001766776,0.001468432,0.001617604,0.001856887,0.001690281,0.001773584
552,0.002144379,0.001079458,0.001611918,0.002111417,0.001115792,0.001613605,0.002150436,0.001213268,0.001681852
145,0.002104975,0.002284709,0.002194842,0.002241731,0.002291849,0.00226679,0.002122097,0.002476484,0.00229929
344,0.001858971,0.001176986,0.001517978,0.001808038,0.001183901,0.001495969,0.001900392,0.001407962,0.001654177
311,0.002343816,0.001168211,0.001756014,0.002285499,0.001139507,0.001712503,0.00243071,0.001636098,0.002033404
302,0.002035677,0.001284377,0.001660027,0.001996765,0.001284009,0.001640387,0.00207975,0.001531134,0.001805442
227,0.001813645,0.001823361,0.001818503,0.001888576,0.001826426,0.001857501,0.001858906,0.002155603,0.002007255
61,0.002098481,0.002029206,0.002063844,0.002097695,0.002060375,0.002079035,0.002099351,0.002122187,0.002110769
3,0.002101665,0.001473953,0.001787809,0.002065843,0.001508145,0.001786994,0.002119892,0.00168079,0.001900341
192,0.002159064,0.002557777,0.00235842,0.002215064,0.002568886,0.002391975,0.002190852,0.002902299,0.002546575
26,0.001989324,0.001133119,0.001561221,0.001958899,0.001151136,0.001555017,0.002012537,0.001240144,0.001626341
208,0.002803366,0.003355775,0.00307957,0.003917793,0.003314553,0.003616173,0.002673117,0.004079488,0.003376303
429,0.00193833,0.001081662,0.001509996,0.001895273,0.001097379,0.001496326,0.002006543,0.001494985,0.001750764
6,0.002023628,0.001624271,0.00182395,0.001978245,0.001641917,0.001810081,0.002044534,0.001794818,0.001919676
203,0.001875505,0.001175103,0.001525304,0.001804367,0.001124228,0.001464297,0.001954551,0.001669379,0.001811965
254,0.001860773,0.000969433,0.001415103,0.00181177,0.000971858,0.001391814,0.001895961,0.001173953,0.001534957
455,0.002268591,0.001129992,0.001699291,0.002245202,0.001137468,0.001691335,0.002325991,0.001545985,0.001935988
467,0.00244602,0.001376292,0.001911156,0.002451946,0.001386667,0.001919306,0.002524902,0.001853941,0.002189422
466,0.002150147,0.001102591,0.001626369,0.002112967,0.001050753,0.00158186,0.002245146,0.001583976,0.001914561
519,0.002191295,0.00162026,0.001905777,0.002162505,0.001658496,0.001910501,0.002209581,0.001765349,0.001987465
277,0.001748732,0.00079483,0.001271781,0.001689222,0.000791854,0.001240538,0.001782922,0.000981736,0.001382329
550,0.00278704,0.001847806,0.002317423,0.002962689,0.001898341,0.002430515,0.00289478,0.002247229,0.002571005
358,0.00188852,0.001962258,0.001925389,0.001834381,0.001971104,0.001902742,0.001915983,0.002110587,0.002013285
236,0.00207577,0.001994129,0.00203495,0.002096585,0.002020753,0.002058669,0.002094917,0.002170013,0.002132465
514,0.001644665,0.000868879,0.001256772,0.001609637,0.000896329,0.001252983,0.001665494,0.0009602,0.001312847
432,0.002656491,0.001524722,0.002090606,0.00265052,0.001574372,0.002112446,0.002656996,0.001648983,0.002152989
406,0.002184243,0.000929722,0.001556982,0.002143503,0.000959966,0.001551734,0.002181173,0.001045524,0.001613348
593,0.002090568,0.001867954,0.001979261,0.002067124,0.00189166,0.001979392,0.002104608,0.001983189,0.002043899
128,0.002149429,0.002002109,0.002075769,0.002228153,0.001996043,0.002112098,0.002232051,0.002509003,0.002370527
269,0.001834591,0.00091596,0.001375275,0.001805691,0.000932313,0.001369002,0.001861229,0.00098037,0.0014208
450,0.002556806,0.001100725,0.001828765,0.002528105,0.001127787,0.001827946,0.002539837,0.001258295,0.001899066
489,0.002139641,0.001069282,0.001604462,0.002095947,0.001105798,0.001600873,0.00218813,0.001371717,0.001779924
548,0.002950334,0.001949753,0.002450043,0.003113166,0.002032475,0.002572821,0.003056895,0.00230651,0.002681703
402,0.002465821,0.001012082,0.001738951,0.002435712,0.001043512,0.001739612,0.002460064,0.001150511,0.001805287
212,0.00164843,0.001081664,0.001365047,0.00158989,0.001104005,0.001346948,0.001669,0.00119075,0.001429875
95,0.002651644,0.002968196,0.00280992,0.002857749,0.002630257,0.002744003,0.002661167,0.004325759,0.003493463
179,0.002319907,0.001098308,0.001709107,0.002324289,0.001107169,0.001715729,0.002353964,0.001489578,0.001921771
249,0.00210637,0.001854219,0.001980294,0.002304272,0.00185188,0.002078076,0.002130434,0.002161438,0.002145936
207,0.001793248,0.001723363,0.001758305,0.001783745,0.001730247,0.001756996,0.001826788,0.001883077,0.001854932
105,0.001909389,0.002675683,0.002292536,0.001867161,0.002701429,0.002284295,0.0019308,0.002762087,0.002346443
218,0.002237171,0.002280815,0.002258993,0.002207387,0.002310701,0.002259044,0.002249576,0.002420024,0.0023348
230,0.001944992,0.001586824,0.001765908,0.00192487,0.00160367,0.00176427,0.001991738,0.001804574,0.001898156
393,0.002438732,0.00312811,0.002783421,0.00261989,0.003099189,0.00285954,0.002430462,0.00350467,0.002967566
209,0.001906643,0.002005979,0.001956311,0.00192986,0.002023916,0.001976888,0.001919422,0.00225552,0.002087471
123,0.002262394,0.002545439,0.002403917,0.002500856,0.002575634,0.002538245,0.002206651,0.002763876,0.002485263
72,0.002918521,0.002550372,0.002734446,0.003200378,0.00262563,0.002913004,0.002953351,0.002952653,0.002953002
419,0.002488007,0.00119718,0.001842593,0.00245866,0.001221873,0.001840267,0.0024889,0.001317744,0.001903322
199,0.001635617,0.001162308,0.001398963,0.0015569,0.00113337,0.001345135,0.001710241,0.001592687,0.001651464
138,0.001981074,0.001599783,0.001790428,0.001937852,0.001622245,0.001780049,0.002002668,0.001700662,0.001851665
483,0.001660914,0.000653476,0.001157195,0.001606689,0.000665026,0.001135857,0.001674291,0.000700923,0.001187607
388,0.002050478,0.000800893,0.001425686,0.002005551,0.000820391,0.001412971,0.002038842,0.000867713,0.001453278
587,0.00186982,0.000952483,0.001411152,0.00184219,0.000973289,0.001407739,0.001892547,0.001031663,0.001462105
143,0.00191021,0.002188056,0.002049133,0.001872836,0.002211712,0.002042274,0.001928777,0.002266245,0.002097511
545,0.002316182,0.001169295,0.001742738,0.002288251,0.001175902,0.001732077,0.002354282,0.001377368,0.001865825
96,0.001892332,0.001453553,0.001672943,0.00185541,0.001438354,0.001646882,0.001952572,0.001770013,0.001861292
48,0.001933052,0.001634052,0.001783552,0.001926048,0.001662013,0.001794031,0.001974769,0.001816151,0.00189546
453,0.002687157,0.001388395,0.002037776,0.002682319,0.001418514,0.002050417,0.00267395,0.001531988,0.002102969
257,0.001711807,0.000871979,0.001291893,0.00167183,0.00087123,0.00127153,0.001757654,0.001110867,0.00143426
554,0.003053686,0.002480135,0.002766911,0.003174955,0.002320313,0.002747634,0.003079987,0.003335308,0.003207647
443,0.002627081,0.001172544,0.001899812,0.002616886,0.001203328,0.001910107,0.002637947,0.001432191,0.002035069
306,0.00212801,0.001455867,0.001791938,0.002088297,0.001459831,0.001774064,0.00217559,0.001810031,0.001992811
527,0.001863166,0.00123321,0.001548188,0.001859043,0.001265694,0.001562368,0.001924702,0.001435623,0.001680162
533,0.002310425,0.002245516,0.002277971,0.002556969,0.002272715,0.002414842,0.002324052,0.002809305,0.002566678
577,0.001827196,0.000739507,0.001283351,0.00177284,0.000741371,0.001257106,0.001847536,0.000836978,0.001342257
385,0.002203649,0.00293164,0.002567645,0.00224385,0.002902434,0.002573142,0.002213104,0.003305087,0.002759096
242,0.001770217,0.001035083,0.00140265,0.00172983,0.001046242,0.001388036,0.001808619,0.001229048,0.001518834
338,0.001854228,0.00099768,0.001425954,0.001808948,0.001000626,0.001404787,0.001911003,0.001324144,0.001617574
473,0.001920499,0.000865549,0.001393024,0.001847882,0.000826048,0.001336965,0.001993005,0.001277775,0.00163539
245,0.001908246,0.001256056,0.001582151,0.001882973,0.001271338,0.001577156,0.001928782,0.001393957,0.00166137
162,0.001667006,0.000627745,0.001147376,0.001610725,0.000632002,0.001121364,0.001679399,0.000673024,0.001176212
481,0.001642302,0.000692403,0.001167353,0.001577006,0.000701075,0.00113904,0.00164946,0.00074192,0.00119569
46,0.001973703,0.000945569,0.001459636,0.001942171,0.000991517,0.001466844,0.001995905,0.001113222,0.001554564
79,0.002197528,0.001625658,0.001911593,0.002162599,0.001659836,0.001911217,0.002232213,0.00182992,0.002031067
180,0.003084136,0.001727869,0.002406002,0.00333028,0.001791896,0.002561088,0.003064882,0.002393569,0.002729225
469,0.003143827,0.001609042,0.002376434,0.003214445,0.001688185,0.002451315,0.003127673,0.001919922,0.002523797
91,0.001585447,0.001175465,0.001380456,0.001460639,0.001086634,0.001273636,0.00167949,0.00161471,0.0016471
334,0.001841503,0.001139346,0.001490425,0.001796845,0.001155972,0.001476409,0.001872957,0.001304612,0.001588785
289,0.001862703,0.001017972,0.001440337,0.001817835,0.001027694,0.001422764,0.001887535,0.001140624,0.00151408
157,0.002050377,0.001585871,0.001818124,0.002020439,0.001614395,0.001817417,0.002078747,0.001780282,0.001929515
167,0.001655624,0.000671536,0.00116358,0.001591535,0.00067533,0.001133432,0.001665877,0.000736601,0.001201239
407,0.001936445,0.002238072,0.002087259,0.002744053,0.002237596,0.002490825,0.001941187,0.002763489,0.002352338
214,0.002181366,0.002228367,0.002204867,0.002212799,0.002231885,0.002222342,0.002204236,0.002485998,0.002345117
478,0.00227882,0.000969006,0.001623913,0.002239398,0.00099205,0.001615724,0.002282341,0.001088659,0.0016855
316,0.001870845,0.000912365,0.001391605,0.001814728,0.000905912,0.00136032,0.00193306,0.001313684,0.001623372
487,0.002511171,0.001177929,0.00184455,0.002474582,0.001204387,0.001839485,0.002516419,0.00144287,0.001979645
223,0.002072327,0.001337777,0.001705052,0.002045912,0.001362011,0.001703961,0.002097614,0.001523362,0.001810488
345,0.001862822,0.00091031,0.001386566,0.001822298,0.000941321,0.001381809,0.001868712,0.000982276,0.001425494
500,0.001997295,0.001674163,0.001835729,0.002188528,0.00166942,0.001928974,0.002032416,0.001903174,0.001967795
539,0.001851351,0.001062882,0.001457117,0.001830203,0.001069764,0.001449983,0.001908497,0.001222857,0.001565677
495,0.002469951,0.00149604,0.001982995,0.002442165,0.001525253,0.001983709,0.002489049,0.001691564,0.002090307
430,0.002285634,0.001569811,0.001927722,0.002537765,0.001558224,0.002047994,0.002362981,0.002161975,0.002262478
563,0.00179215,0.000897421,0.001344786,0.001742679,0.000904705,0.001323692,0.001825118,0.001034707,0.001429912
114,0.001929583,0.002115799,0.002022691,0.001907263,0.002135551,0.002021407,0.001969879,0.002264693,0.002117286
94,0.00194323,0.00143041,0.00168682,0.001860284,0.001405437,0.001632861,0.002027517,0.001948823,0.00198817
261,0.002897561,0.001468005,0.002182783,0.003094718,0.001521089,0.002307903,0.002892077,0.001706924,0.0022995
181,0.002511967,0.001107597,0.001809782,0.002490579,0.001158021,0.0018243,0.002507226,0.00130138,0.001904303
449,0.002221167,0.001112055,0.001666611,0.002187674,0.001146079,0.001666877,0.00222592,0.001223021,0.001724471
168,0.001892691,0.001778694,0.001835693,0.001849858,0.001791377,0.001820617,0.001911136,0.001865028,0.001888082
206,0.001779089,0.000921159,0.001350124,0.001698075,0.000864555,0.001281315,0.001841267,0.001275462,0.001558365
103,0.002079252,0.002800059,0.002439656,0.002048099,0.002828867,0.002438483,0.002095642,0.002916497,0.002506069
7,0.002203462,0.001287781,0.001745621,0.002166839,0.001303722,0.00173528,0.002246745,0.001507197,0.001876971
121,0.001887261,0.001650907,0.001769084,0.001844026,0.001667358,0.001755692,0.001903988,0.001735072,0.00181953
78,0.002428268,0.002095712,0.00226199,0.002851874,0.002096611,0.002474243,0.002401557,0.002415607,0.002408582
511,0.001526523,0.001736062,0.001631293,0.001522618,0.001755424,0.001639021,0.001591726,0.00206809,0.001829908
217,0.001715543,0.00114311,0.001429327,0.001636028,0.001102681,0.001369355,0.001768841,0.001614557,0.001691699
580,0.002241354,0.001090382,0.001665868,0.002206945,0.001081481,0.001644213,0.002289153,0.001433327,0.00186124
193,0.001837005,0.001297886,0.001567445,0.001785534,0.001300707,0.00154312,0.001887183,0.0015883,0.001737741
97,0.001896477,0.001796881,0.001846679,0.001913893,0.00181349,0.001863692,0.001960039,0.002108137,0.002034088
309,0.001699433,0.000741925,0.001220679,0.001637915,0.000733731,0.001185823,0.0017403,0.000906704,0.001323502
70,0.00212237,0.001384493,0.001753432,0.002088396,0.001414754,0.001751575,0.002133462,0.001493811,0.001813637
452,0.002376076,0.001030338,0.001703207,0.002339319,0.001069088,0.001704203,0.002355742,0.001115654,0.001735698
154,0.002067136,0.002117735,0.002092436,0.002021674,0.002144099,0.002082887,0.002097972,0.002307037,0.002202504
454,0.002621528,0.001190989,0.001906259,0.002608881,0.001207574,0.001908227,0.002610825,0.001365777,0.001988301
395,0.002384404,0.002114187,0.002249295,0.002464486,0.002162513,0.0023135,0.002422172,0.002505937,0.002464054
137,0.001849197,0.001715245,0.001782221,0.001805488,0.001733552,0.00176952,0.001878354,0.001811251,0.001844802
150,0.002291114,0.003179393,0.002735253,0.002268896,0.003208387,0.002738642,0.002320948,0.003305964,0.002813456
498,0.002018472,0.001538974,0.001778723,0.001989158,0.001573803,0.00178148,0.002033398,0.00166099,0.001847194
553,0.002153664,0.001222459,0.001688062,0.002165732,0.001252874,0.001709303,0.002186278,0.001411924,0.001799101
268,0.00214098,0.000830487,0.001485733,0.002102404,0.000853174,0.001477789,0.002130414,0.0008975,0.001513957
134,0.001764967,0.001831955,0.001798461,0.001722281,0.001865296,0.001793788,0.001792389,0.001968962,0.001880675
165,0.002419379,0.001021845,0.001720612,0.002381297,0.001040672,0.001710985,0.002435962,0.001367026,0.001901494
468,0.002412635,0.001496402,0.001954518,0.002514073,0.001538275,0.002026174,0.002522584,0.001785414,0.002153999
460,0.002539995,0.001465359,0.002002677,0.002562799,0.001501764,0.002032281,0.002643879,0.001941592,0.002292736
551,0.002654452,0.001821477,0.002237965,0.00287571,0.001854646,0.002365178,0.002728658,0.002403748,0.002566203
439,0.002556909,0.001169071,0.00186299,0.002695004,0.00120075,0.001947877,0.002559174,0.001325226,0.0019422
301,0.002131206,0.000996801,0.001564004,0.002071241,0.000998507,0.001534874,0.002156036,0.001224112,0.001690074
566,0.001893053,0.001227064,0.001560059,0.001872238,0.001271475,0.001571856,0.00192327,0.001492851,0.001708061
282,0.002058068,0.001009051,0.001533559,0.002099872,0.000988732,0.001544302,0.00206676,0.001371186,0.001718973
362,0.001580255,0.001127605,0.00135393,0.001511007,0.001131392,0.0013212,0.001628518,0.001394833,0.001511675
144,0.001941722,0.002118783,0.002030252,0.001899222,0.0021352,0.002017211,0.001954973,0.002212092,0.002083532
418,0.002530218,0.001107372,0.001818795,0.002513224,0.001131676,0.00182245,0.002536659,0.001318709,0.001927684
172,0.001745042,0.002102396,0.001923719,0.001699167,0.002120901,0.001910034,0.00177045,0.002195667,0.001983059
253,0.001924865,0.002051004,0.001987935,0.002118971,0.002033376,0.002076173,0.001917097,0.002427311,0.002172204
458,0.0020029,0.000930894,0.001466897,0.001942525,0.000913073,0.001427799,0.002060943,0.001277602,0.001669272
2,0.002196977,0.001419593,0.001808285,0.002148864,0.00143567,0.001792267,0.002246566,0.001662197,0.001954381
372,0.002145692,0.001643768,0.00189473,0.002119171,0.001661815,0.001890493,0.002189532,0.001904823,0.002047178
246,0.002141943,0.002119003,0.002130473,0.002127982,0.002143093,0.002135537,0.002147392,0.002243109,0.00219525
68,0.002205905,0.001819793,0.002012849,0.002212043,0.001837882,0.002024963,0.002226131,0.001960458,0.002093294
492,0.002019697,0.001611324,0.00181551,0.002017138,0.001634801,0.001825969,0.00204805,0.001773307,0.001910678
475,0.001910625,0.000865003,0.001387814,0.001855342,0.000854525,0.001354933,0.001977455,0.001231955,0.001604705
590,0.002092242,0.001011913,0.001552078,0.00206186,0.00101644,0.00153915,0.00211408,0.001210343,0.001662211
465,0.002112153,0.001049135,0.001580644,0.002074749,0.001058042,0.001566396,0.002165838,0.00135767,0.001761754
50,0.001872012,0.001691559,0.001781786,0.001829895,0.001718484,0.001774189,0.001892632,0.001787423,0.001840028
82,0.001591087,0.001857407,0.001724247,0.001582254,0.001865301,0.001723777,0.0016393,0.002050547,0.001844924
578,0.002130769,0.001043303,0.001587036,0.002057016,0.001015304,0.00153616,0.002190038,0.001319646,0.001754842
544,0.003233094,0.002299104,0.002766099,0.003769592,0.002353232,0.003061412,0.003316537,0.002922903,0.00311972
324,0.001879967,0.001018873,0.00144942,0.001865025,0.001029426,0.001447225,0.001934749,0.001309127,0.001621938
582,0.001887786,0.001218391,0.001553088,0.001851419,0.001230694,0.001541056,0.001913532,0.001410989,0.001662261
574,0.002433038,0.001218882,0.00182596,0.002386363,0.00121904,0.001802702,0.002476271,0.001615242,0.002045757
535,0.001895637,0.001135391,0.001515514,0.001905164,0.001131574,0.001518369,0.001961862,0.001300564,0.001631213
376,0.001969569,0.001620079,0.001794824,0.001930674,0.001643459,0.001787067,0.002003232,0.001819138,0.001911185
589,0.002327352,0.001153816,0.001740584,0.002307233,0.001179614,0.001743423,0.002350051,0.001294232,0.001822141
390,0.002278933,0.001604115,0.001941524,0.002259689,0.001646359,0.001953024,0.002285312,0.001714428,0.00199987
44,0.002124869,0.000930071,0.00152747,0.002113959,0.000956198,0.001535079,0.002142404,0.001135509,0.001638957
176,0.001964511,0.000809842,0.001387176,0.001938312,0.000821808,0.00138006,0.001970318,0.000897632,0.001433975
62,0.001806361,0.001062121,0.001434241,0.001758184,0.001079874,0.001419029,0.001847714,0.001266727,0.001557221
414,0.00293347,0.001434664,0.002184067,0.002971752,0.001500697,0.002236225,0.002948472,0.001700345,0.002324408
171,0.002274715,0.001833635,0.002054175,0.002260607,0.001850031,0.002055319,0.002293574,0.002041808,0.002167691
21,0.002397489,0.002071844,0.002234666,0.002379751,0.00146983,0.001924791,0.002414472,0.003098211,0.002756342
575,0.001794825,0.000697966,0.001246396,0.00173179,0.000696682,0.001214236,0.001835673,0.000840787,0.00133823
400,0.001695482,0.00072829,0.001211886,0.001634864,0.000736869,0.001185867,0.001699841,0.000773946,0.001236893
305,0.001850279,0.001034966,0.001442623,0.001808232,0.001043069,0.001425651,0.001881293,0.001144312,0.001512802
428,0.001849516,0.001091617,0.001470567,0.001813448,0.001110539,0.001461994,0.00187715,0.00125652,0.001566835
398,0.002821994,0.001558128,0.002190061,0.002969679,0.001604972,0.002287325,0.002845456,0.001843597,0.002344527
160,0.001661935,0.000668178,0.001165057,0.001596027,0.000669843,0.001132935,0.001674624,0.000726008,0.001200316
397,0.002216491,0.001732855,0.001974673,0.002269735,0.001733305,0.00200152,0.002292842,0.002155516,0.002224179
75,0.002436671,0.002147343,0.002292007,0.002916054,0.002147442,0.002531748,0.002430965,0.002614635,0.0025228
568,0.002265488,0.001298037,0.001781763,0.002244355,0.001302958,0.001773657,0.002294342,0.001619308,0.001956825
250,0.001787032,0.001385571,0.001586302,0.001808904,0.001392609,0.001600756,0.00182785,0.001690352,0.001759101
528,0.002593189,0.001881835,0.002237512,0.002726726,0.001951386,0.002339056,0.002702085,0.002359407,0.002530746
422,0.002214695,0.001091278,0.001652986,0.002178027,0.001117596,0.001647811,0.002198431,0.001157903,0.001678167
588,0.001732227,0.000796359,0.001264293,0.001681235,0.000816437,0.001248836,0.001757822,0.000963038,0.00136043
490,0.002212283,0.000960982,0.001586632,0.002179903,0.001001504,0.001590703,0.002212651,0.001060004,0.001636327
182,0.001874513,0.001802439,0.001838476,0.001852814,0.001832376,0.001842595,0.001873406,0.001914111,0.001893759
54,0.001930877,0.001487504,0.00170919,0.001888022,0.001497817,0.001692919,0.00196953,0.001730661,0.001850095
417,0.003012597,0.0017192,0.002365898,0.00310465,0.001827774,0.002466212,0.003030109,0.001980776,0.002505442
66,0.001956116,0.001434055,0.001695085,0.001913836,0.001458005,0.00168592,0.00198314,0.001574863,0.001779001
411,0.002434008,0.001214344,0.001824176,0.00241985,0.001255538,0.001837694,0.002461826,0.001382801,0.001922313
505,0.002070622,0.00214007,0.002105346,0.002037352,0.002161075,0.002099213,0.002093543,0.002235918,0.002164731
382,0.002412444,0.001306687,0.001859565,0.002404639,0.001302111,0.001853375,0.002472366,0.001908257,0.002190312
541,0.002652903,0.001609161,0.002131032,0.002772647,0.001716605,0.002244626,0.002728648,0.002077966,0.002403307
31,0.002254938,0.001658551,0.001956744,0.002236076,0.001685997,0.001961036,0.00231392,0.002025164,0.002169542
336,0.001909075,0.000948262,0.001428669,0.001827057,0.000892944,0.00136,0.001976023,0.001396125,0.001686074
19,0.002023984,0.001580241,0.001802113,0.001996058,0.001595442,0.00179575,0.002092526,0.001816793,0.00195466
276,0.002103697,0.000861924,0.001482811,0.002055339,0.000880282,0.00146781,0.002101698,0.000949741,0.001525719
440,0.002781475,0.001356368,0.002068922,0.003266621,0.001416977,0.002341799,0.002792591,0.001678661,0.002235626
480,0.00306686,0.001600212,0.002333536,0.0031162,0.001668983,0.002392591,0.003048872,0.001958367,0.002503619
420,0.001879654,0.000806524,0.001343089,0.001829017,0.000816387,0.001322702,0.001886061,0.000857743,0.001371902
45,0.00174105,0.001252434,0.001496742,0.001689781,0.001273336,0.001481558,0.001755823,0.001341607,0.001548715
151,0.001936913,0.001803671,0.001870292,0.001894739,0.001829011,0.001861875,0.001958857,0.001902684,0.001930771
252,0.001825537,0.002111638,0.001968588,0.001893343,0.002132126,0.002012734,0.001854773,0.002275998,0.002065385
353,0.002084371,0.001530749,0.00180756,0.002082852,0.001503812,0.001793332,0.002166003,0.001978238,0.002072121
110,0.002085519,0.001631162,0.00185834,0.002044938,0.001649636,0.001847287,0.00209904,0.00175532,0.00192718
84,0.002360085,0.002377101,0.002368593,0.002426573,0.002403615,0.002415094,0.002386664,0.002655747,0.002521206
360,0.002423952,0.002539193,0.002481573,0.002508087,0.002543431,0.002525759,0.002464338,0.003211544,0.002837941
412,0.002147071,0.000878863,0.001512967,0.002099099,0.000898219,0.001498659,0.002134665,0.000942989,0.001538827
540,0.002668333,0.001596174,0.002132253,0.002748921,0.001690391,0.002219656,0.002735928,0.001877162,0.002306545
