216d910f71942f205df3c6413d40ccb2,0.003453724,0.003890587,0.003672155
42af1d5d3b2524003e241901f2025878,0.002641159,0.003130804,0.002885981
f45268c928a4b3fc8bc584bb94b0b13b,0.002251641,0.002043311,0.002147476
ced56d51c144b40373dc6d54075665ea,0.00235503,0.00321832,0.002786675
344eb3613a1100634591011e8f7af9ba,0.003237849,0.003027043,0.003132446
8e05e4f955eaf140ff673973a435017f,0.00387064,0.003759742,0.003815191
164c8597d8eae2f6f21c3b61f0b564c4,0.001931636,0.001955413,0.001943525
ebc59fa7d366b486122181f48ecf7852,0.003761731,0.003548766,0.003655249
f64f81f7cfcb74033a2b1a2e5e169910,0.004010138,0.003859904,0.003935021
eb1bd7389854311c14f284ebe538e531,0.002709837,0.003691597,0.003200717
8a5b15ec0ed8e9aaba44b506f43666fc,0.002894294,0.003009463,0.002951878
719912031bd692fbd02bf342687ad381,0.003504808,0.003501399,0.003503104
712826b933a6818c7e003129afd0cbfe,0.002153321,0.00214711,0.002150216
bc803cea33d77530a5038167d6f08983,0.002497752,0.002707611,0.002602682
4a8aaa19c413328d2557e2b5350c7e1f,0.002551953,0.002384032,0.002467993
82b9bbf2c5c630d9acc1f3191aab65d4,0.003292064,0.003484446,0.003388255
d5f1637a5c9479e0185ce5d54f27f6b9,0.002408783,0.002726384,0.002567584
e8745e2d659061ee4a15d27f5dbfc7ba,0.002597583,0.002700186,0.002648884
dfa6c32dec07727ee9d8921ebe6d5b8e,0.002643289,0.002619053,0.002631171
8bf8a7694267756e3ab3dfa44f5fab01,0.003018918,0.003447884,0.003233401
9648aaf755e6556e2a9eb0f146e94477,0.002628398,0.002858252,0.002743325
36fe332c1b11696d51a95aaa6caba1d3,0.001680088,0.001636332,0.00165821
ee975a7e62edc7996a2345809e2bb169,0.00317553,0.003413257,0.003294393
4c2412cf0f720bb9618e9d35559b7aa,0.002887761,0.009060418,0.005974089
2228a428bfa91e4f771592b49641a847,0.004019797,0.003030142,0.00352497
9a806af16e5a102786d01a5629641c74,0.002703501,0.002756908,0.002730204
5c4bb9e23c6cd8511371f3c322b54f2c,0.002896233,0.002735763,0.002815998
12243301d1c8148e33d7c9e122eec9b6,0.001885598,0.001942004,0.001913801
4b6e6fa36c1e6f865cb51d79fcf5dad4,0.003142457,0.003347135,0.003244796
3d681ed2a7eef0df28f46021c78a3723,0.002579854,0.002823284,0.002701569
ef6b9ea0fbba6af828ea89475d3a158d,0.007734561,0.008124753,0.007929657
7337679ad4bb8f4016abce8cb03e7794,0.00263146,0.002579437,0.002605448
24c46b3a467bb4954b1bdab82d834140,0.001943555,0.00195296,0.001948257
d4f88e7219c4b9417b5adf84ce6f7865,0.00258879,0.002801617,0.002695203
af08f280395cd31719f6a4bcc93433,0.003189376,0.002998409,0.003093893
cdef1867e841d4bfafdee870abc9eca,0.002956402,0.003145993,0.003051197
158a95b4da25aa1fa37f3fc191551700,0.002098214,0.002025406,0.00206181
68c72623c8d32451f44e15caa8fd94b4,0.00264953,0.003423102,0.003036316
95844f86f4f0a6b58a6cf8c6b92417f2,0.002903261,0.002856836,0.002880048
d4434de782382a47a7e7e5ea49ad8e45,0.002884342,0.002786421,0.002835382
7b8bcc3cafd34efa8b7227eb0fb9adaf,0.002636387,0.003261506,0.002948947
39201299cf83ec2577763486d77d1cb,0.002260862,0.002042296,0.002151579
eb575f66bedfeaf629ebc23acefb248a,0.002972838,0.02932457,0.016148704
1c8cc8dd7b2d9671c7709b125ddd3d3,0.003793905,0.003763831,0.003778868
6c28f87aebb33c294386e619c2d3f83e,0.003560286,0.003867409,0.003713848
7a5eba46ba4cfac35aa429db266f0c30,0.002757039,0.003071998,0.002914519
63f6a2c7ee7c667ba0b677182d16c198,0.003024877,0.003457496,0.003241186
149978eefad83cbafd8e7b05498794b9,0.003571601,0.004732205,0.004151903
4fea9b67188b830f6a2345809e2bb169,0.002402595,0.002192349,0.002297472
ade5514c578e4bc27dc9e02a5c320eb,0.001734199,0.001755955,0.001745077
870086475e8af25bae57d337a2e5e53,0.002138184,0.002111886,0.002125035
385d82108ff7ee1be2720e351c87b6fe,0.003397018,0.003818679,0.003607849
a90b6f926a6307ab31b57ba89dcc78c8,0.003302233,0.004936026,0.004119129
2525b83c84bd3afbde2d51ea8231791,0.002978468,0.003141299,0.003059884
cfb6c8867c6dd84c80e74058ee862f05,0.003679699,0.005358233,0.004518966
477ffb061f40e10e148f8c864a546424,0.002552761,0.002683603,0.002618182
8aa9a549372e44143765ee7ffdfef49f,0.002678227,0.002441503,0.002559865
f7cca46c4c8efdc6fa5eb13ccb8cd2c6,0.003324816,0.003463212,0.003394014
