34,0.002459341,0.001299284,0.001879313,0,0,1,6
264,0.001486646,0.00073153,0.001109088,0,0,0,5
310,0.001829408,0.000728516,0.001278962,0,0,0,8
314,0.002097542,0.000985442,0.001541492,0,0,5,20
29,0.001630548,0.000680505,0.001155526,0,0,0,4
235,0.0019298,0.00110891,0.001519355,0,0,0,8
555,0.002287894,0.001250066,0.00176898,0,0,2,21
562,0.001760499,0.001054314,0.001407406,0,0,0,12
381,0.002959911,0.00262407,0.002791991,1,0,5,40
585,0.002216124,0.001005858,0.001610991,0,0,0,3
461,0.00271676,0.001454819,0.00208579,0,0,6,19
92,0.001681258,0.001383798,0.001532528,0,0,0,7
482,0.001625147,0.000685394,0.00115527,0,0,0,2
386,0.002173869,0.000902498,0.001538184,0,0,0,20
542,0.00256958,0.001186866,0.001878223,0,0,3,8
231,0.001851496,0.001699312,0.001775404,0,0,0,21
57,0.001882769,0.00181289,0.001847829,0,0,0,15
260,0.002327974,0.000961932,0.001644953,0,0,2,8
86,0.002103739,0.001551096,0.001827418,0,0,1,44
288,0.002078245,0.001317647,0.001697946,0,0,0,14
259,0.001915177,0.000846154,0.001380665,0,0,1,13
129,0.001838527,0.001000599,0.001419563,0,0,3,13
166,0.001710424,0.001180605,0.001445514,0,0,3,2
328,0.001771279,0.000897935,0.001334607,0,0,0,12
64,0.002239427,0.001861719,0.002050573,0,0,0,14
109,0.002136853,0.00159648,0.001866666,0,0,1,9
17,0.001511966,0.001025516,0.001268741,0,0,0,4
225,0.001819155,0.000962497,0.001390826,0,0,0,11
73,0.002780163,0.002016443,0.002398303,0,0,3,23
391,0.002067652,0.000971733,0.001519693,0,0,8,9
183,0.002241624,0.002014958,0.002128291,0,0,0,7
594,0.001936109,0.001025352,0.00148073,0,0,0,8
120,0.001806911,0.001459402,0.001633157,0,0,0,4
348,0.002364208,0.001500339,0.001932273,0,0,0,10
60,0.002391269,0.002015599,0.002203434,0,0,5,7
275,0.001808789,0.000723277,0.001266033,0,0,0,4
295,0.003033107,0.001347447,0.002190277,0,0,1,16
74,0.002096676,0.001029514,0.001563095,0,0,0,17
304,0.002050418,0.000817622,0.00143402,0,0,0,17
509,0.002279827,0.001901925,0.002090876,0,0,1,7
213,0.002122414,0.001555333,0.001838873,0,0,0,10
323,0.002673939,0.001183102,0.00192852,0,0,2,13
195,0.001813153,0.001262857,0.001538005,0,0,0,11
107,0.001737152,0.001707845,0.001722499,0,0,1,4
69,0.002295393,0.001983744,0.002139568,0,0,0,13
516,0.002621594,0.001850687,0.002236141,0,0,1,19
35,0.002347101,0.001677705,0.002012403,0,0,0,10
263,0.002171757,0.001044226,0.001607991,0,0,0,11
433,0.002873268,0.001298267,0.002085768,0,0,10,25
486,0.002677784,0.001269503,0.001973643,0,0,0,22
315,0.001759071,0.000836499,0.001297785,0,0,7,12
325,0.002086719,0.001139625,0.001613172,0,0,5,18
318,0.002073971,0.000853643,0.001463807,0,0,7,26
584,0.002178427,0.000991289,0.001584858,0,0,8,36
131,0.00251848,0.0017002,0.00210934,0,0,0,16
80,0.001757106,0.001579181,0.001668143,0,0,0,4
87,0.002020242,0.001541557,0.001780899,0,0,1,16
201,0.00186248,0.000830514,0.001346497,0,0,0,7
394,0.002694502,0.001512974,0.002103738,0,0,5,19
510,0.002566788,0.002183879,0.002375334,0,0,0,6
284,0.001848283,0.000729172,0.001288727,0,0,0,2
350,0.002013508,0.000879381,0.001446444,0,0,0,2
558,0.005467246,0.002141916,0.003804581,0,0,182,62
485,0.002504164,0.001159269,0.001831716,0,0,0,4
266,0.001696914,0.000735866,0.00121639,0,0,0,2
416,0.002317807,0.001268976,0.001793392,0,0,0,8
41,0.00201202,0.000776206,0.001394113,0,0,0,15
364,0.002137655,0.001727156,0.001932406,0,0,2,15
356,0.002645343,0.001622861,0.002134102,0,0,0,3
359,0.002742502,0.002660487,0.002701495,0,0,2,30
576,0.002060681,0.000820158,0.001440419,1,0,6,18
529,0.002548875,0.001318677,0.001933776,0,0,7,9
