477,0.002821464,0.001184176,0.00200282,0,0,0,2,,0.002658451,0.001588007,0.002123229,0,0,84,84
175,0.002669074,0.001243356,0.001956215,0,0,0,13,,0.002330896,0.002763979,0.002547437,2,1,293,219
113,0.001746977,0.001182253,0.001464615,0,0,1,8,,0.001769295,0.001392827,0.001581061,0,0,8,28
302,0.002158314,0.001266465,0.00171239,0,0,1,6,,0.002039424,0.001581435,0.00181043,0,0,26,61
561,0.002102214,0.00176726,0.001934737,0,0,0,8,,0.002105431,0.001940683,0.002023057,0,0,15,20
8,0.002117647,0.001314812,0.00171623,0,0,4,14,,0.002150884,0.001593377,0.00187213,2,0,53,67
145,0.002365635,0.002258175,0.002311905,0,0,0,4,,0.002274289,0.002504057,0.002389173,1,0,32,22
231,0.001860203,0.001765179,0.001812691,0,0,0,10,,0.001837737,0.002005789,0.001921763,1,0,15,34
270,0.002743133,0.001149046,0.001946089,0,0,0,3,,0.002688025,0.001414076,0.002051051,0,0,36,59
475,0.002045866,0.000805461,0.001425663,0,0,2,2,,0.001934258,0.001278635,0.001606446,0,0,56,53
309,0.00168215,0.000700789,0.001191469,0,0,0,2,,0.001716652,0.001093007,0.001404829,0,0,6,16
291,0.002036979,0.00166424,0.001850609,0,0,1,6,,0.002034492,0.001815434,0.001924963,0,0,4,18
537,0.002028856,0.001153733,0.001591294,0,0,5,10,,0.00209178,0.002183773,0.002137776,1,0,155,121
371,0.002830851,0.002288173,0.002559512,0,0,0,13,,0.00249711,0.002691091,0.0025941,0,0,126,139
149,0.002189458,0.002103561,0.00214651,0,0,0,10,,0.002196954,0.002294224,0.002245589,0,0,16,45
513,0.002117801,0.001448232,0.001783016,0,0,0,11,,0.002012278,0.001644757,0.001828518,0,0,6,32
510,0.002559879,0.002201168,0.002380523,0,0,1,5,,0.002313015,0.002585161,0.002449088,0,0,47,48
254,0.001860767,0.000957496,0.001409132,0,0,0,5,,0.001867566,0.0011473,0.001507433,0,0,10,28
580,0.002481849,0.001049202,0.001765526,0,0,0,3,,0.00223929,0.001317209,0.00177825,0,0,43,57
348,0.002385385,0.001522039,0.001953712,0,0,0,6,,0.002310261,0.001887232,0.002098746,1,0,76,81
159,0.00245525,0.001008499,0.001731874,0,0,3,8,,0.002425576,0.001473236,0.001949406,0,0,70,97
225,0.001828929,0.001003431,0.00141618,0,0,0,8,,0.001844715,0.001156306,0.001500511,0,0,4,27
321,0.002535989,0.001145369,0.001840679,0,0,3,13,,0.002259547,0.001683768,0.001971658,2,0,182,132
280,0.001807498,0.000695215,0.001251357,0,0,0,2,,0.001821103,0.000822701,0.001321902,0,0,1,8
158,0.001970137,0.000809029,0.001389583,0,0,0,2,,0.001965792,0.001086863,0.001526327,0,0,14,13
328,0.001793938,0.000944642,0.00136929,0,0,1,9,,0.001818402,0.001284109,0.001551256,0,0,18,45
338,0.002186318,0.000983571,0.001584944,0,0,0,4,,0.001864094,0.001285307,0.001574701,0,0,13,30
528,0.003356203,0.001802814,0.002579508,0,0,0,10,,0.002886099,0.003190047,0.003038073,3,0,777,268
153,0.00220882,0.002074361,0.00214159,0,0,0,7,,0.002044052,0.002257792,0.002150922,0,0,35,25
190,0.002021516,0.000929909,0.001475712,0,0,0,6,,0.001968188,0.001068358,0.001518273,0,0,9,15
303,0.001981316,0.000870056,0.001425686,0,0,0,11,,0.001931485,0.001097148,0.001514317,0,0,17,36
511,0.002444871,0.001677523,0.002061197,0,0,0,5,,0.001745105,0.003292754,0.00251893,0,0,41,86
488,0.003029184,0.001315969,0.002172577,0,0,3,14,,0.002765429,0.001688194,0.002226812,2,0,59,103
389,0.002007907,0.001660547,0.001834227,0,0,0,7,,0.001945638,0.001867328,0.001906483,0,0,15,37
487,0.00264012,0.001140275,0.001890198,0,0,1,3,,0.002503349,0.001413745,0.001958547,0,0,28,48
