34,0.002299528,0.001365596,0.001832562,0.002275817,0.001379102,0.001827459
264,0.001536444,0.000757151,0.001146797,0.001459767,0.000763291,0.001111529
310,0.001855886,0.00077399,0.001314938,0.001801268,0.000780212,0.00129074
314,0.002057056,0.001052952,0.001555004,0.002025024,0.00107132,0.001548172
29,0.001658606,0.000691623,0.001175115,0.001601385,0.000703983,0.001152684
235,0.001974855,0.0011565,0.001565678,0.001927344,0.001169587,0.001548466
555,0.002278912,0.00133872,0.001808816,0.002273104,0.00134881,0.001810957
562,0.001808678,0.001099476,0.001454077,0.001759381,0.001114012,0.001436697
381,0.002558845,0.002690084,0.002624465,0.002685356,0.002718358,0.002701857
585,0.002247198,0.001048182,0.00164769,0.002219797,0.001070985,0.001645391
461,0.002639724,0.001527955,0.00208384,0.002644125,0.001582501,0.002113313
92,0.0017242,0.001421533,0.001572866,0.001668513,0.00142151,0.001545012
482,0.001659126,0.000696337,0.001177731,0.001602204,0.000705656,0.00115393
386,0.002084982,0.001035665,0.001560323,0.00203382,0.00100862,0.00152122
542,0.00225004,0.001297474,0.001773757,0.002284532,0.001350018,0.001817275
231,0.001843954,0.001737796,0.001790875,0.001806998,0.001767084,0.001787041
57,0.001923851,0.00184212,0.001882986,0.001890628,0.001863072,0.00187685
260,0.002366033,0.000998326,0.00168218,0.002331334,0.001022532,0.001676933
86,0.002117718,0.001628782,0.00187325,0.002065618,0.001632764,0.001849191
288,0.002094423,0.001348005,0.001721214,0.002058819,0.001377565,0.001718192
259,0.001901538,0.000892703,0.001397121,0.001860424,0.000911115,0.001385769
129,0.001825432,0.001030368,0.0014279,0.001790887,0.001045568,0.001418228
166,0.001661188,0.001226211,0.001443699,0.00161286,0.001255827,0.001434343
328,0.001824902,0.000983033,0.001403967,0.001753273,0.000957968,0.00135562
64,0.002213359,0.001900524,0.002056942,0.002203349,0.001930731,0.00206704
109,0.002165303,0.001636139,0.001900721,0.002113777,0.001646676,0.001880226
17,0.001522081,0.001060406,0.001291243,0.001448347,0.00109258,0.001270463
225,0.001867473,0.001001039,0.001434256,0.001814535,0.001009488,0.001412012
73,0.002513388,0.002135698,0.002324543,0.002603763,0.002173594,0.002388679
391,0.002021559,0.001067379,0.001544469,0.001943137,0.001020194,0.001481666
183,0.001966009,0.002070145,0.002018077,0.002146457,0.002067063,0.00210676
594,0.001960303,0.00105132,0.001505812,0.001921518,0.00106225,0.001491884
120,0.001823054,0.001469888,0.001646471,0.001790322,0.001496556,0.001643439
