bca97563f170ff4ad2bcce019eeaafbe,227
6942e70e574edda3c8831f15c6e487ac,70
913b747502e92aa34d1780ed2b3fe073,43
1f8fc7a787f254e6428df271ebc70bc0,55
808e19aed606f10cf919864ecec729ac,72
69986baabb9cfdd1b1bb46d2556ba67d,35
f6e5c35314beee84618e9d35559b7aa,266
49997c6f094c0f5e785c95dc3e37946,355
79aafe31e4f2677b1f0fdc8ac183f8b,619
b866d7e1b0336aff7c719d2d87c850d8,148
6d3d67957e1ca228ca92a4cdad802b45,88
f5a54f0cf2b575fa9fe1734a6086750,178
62499fa5041de142707223ebf2d3b38,231
2b18b149cfccacec1d4fdb0e0fa715b,34
6f1c766eeafc7740e5424e4e99c9576,207
3b3a3b0d9082236cba77eb053523da42,121
232a1bf61d6d80ffab0e638d7c0cfd7b,129
f2422eb6b55e8fb0ef3ecc8551d2c1fa,214
85cb3207e15a1bf8582e5e3e7771ea25,130
346917af7c9659e3814085552234c955,486
2205a3f2c102f180a134736201a79843,242
6ee7fc93288d678e3ab3dfa44f5fab01,58
f8c4bfc065e35555aa44bfa127abe4bb,130
498b7c799350d1f7c4acded0fc8a9118,1518
dc8765720d8d3828b3cf5236f651a8e6,149
4d8045997209a8cb1bb46d2556ba67d,93
3ada93d04b72256df63ee8a34069b7c5,115
da34cb394fb3caa58dcad5127c74b8e0,297
3ff887eaebf0bc7e9d2b99af43da16b3,82
227ab69792241382acfaf62fe6ca656,142
85f3dc3318f5200c8672c9b355cd2075,117
fda43d663587c7a9caf180c847b8b75,39
8fdc090f498ddb39f63ee8a34069b7c5,158
8e145be3c332199dd6821061f4432a0,195
fa234addf8fe4f7fbda733a39f84326d,146
a6acea161250379aba3e2415e22cd45c,95
a44fb2514e9ab51f79138cc3f6db7577,290
598f0aea814b1d0f8db98a39370e7faf,119
63599f1dc1511c25d76439fb95cdd2ed,753
ac488b046b024bdc3aa029ace5323fc1,110
ac85727971fe63dd2c67ef33d7521ade,91
7fd2f1d8342aa0acf3aaed7e86215c7b,561
d679b2dd7a7d6b1da71ed5958a35c6,193
6c449b92891754c6b8b6b17d4ce17d67,130
d4919d3f70b699152b12ea83455b0f44,82
2faff2861e87020a4d9558e8f1b57178,972
86ab1c2ea989fda9ab15905beabd3f20,476
c44111ca55c697117fbfaeeb4819ffd2,78
ea954837920f94e6f58ff156bb8fae0c,137
12796524ffbadb755400f0dc3171dfcd,189
8361aa7ae1f7dcb582ea71649733f2a6,90
c2283d62367d637249b991141ee51d9a,218
6bfc2bf0e72a0f66f500cc506a763c18,60
1e12573f2d8ffca667789dfcc3262f70,2688
51d9af66315d76f9e6b335b85df4d203,274
41d9a381c12ee3e2b7863a3a9a8d5d0d,247
555a48617127033c25ad20bb66839d61,207
6be5a91bdd709a42634d30cd3ecea7e5,394
9511b5ded804a33f597505fd7d99b613,166
6b44be4025c966d4672601793664460d,105
1c7a2752e1d170e099399ee63318a21b,382
d9034b15c7f295551a46c391b387480b,191
167df2c10c116eb5d61b6a34f3fd808c,17
7376511fb191429eff1370452e3a0154,261
d157bd15ee2d92b0bda733a39f84326d,98
d85d6bcdc81df377f52657bb1f80be90,161
c1daf553ebba8c07e4b68d3b17c43658,102
edbace6013d1c12ae9e1016860f17753,55
c4941d6a2266813c3a2b1a2e5e169910,383
12cd99c20b1a5a932e877e82c90c24d,76
99cc91ea3f0b646be79303516c6edeef,279
535f244d5b6043e8cbc76a30015552a,649
d5c4532a34ba10e6f9798a883006064f,101
6026684ab31d567328044fe9244db50a,152
6dd48d74d8bc67e7a7fd25564c2e888e,139
d94f5345be1d81a751a95aaa6caba1d3,305
8e05e4f955eaf140ff673973a435017f,293
7a12f058a0474559a7fd25564c2e888e,232
b782800ed15ae74c6227cba038bf7c95,76
6ee903e016ebbd66921cb81cb1632a5e,174
72b2c7b2a49d46ac2a9eb0f146e94477,182
10f158d2f43926ac80360680c1602c7d,271
5ad0fd6e9fd786937aa522cf442e862e,319
14d47aa57151ae4baa93570ec0c0afff,64
6c7ed2d306fc7cfa4ccaa6b556a5ccc5,118
90f2e2d8f9b89074425b2c354eccabaf,169
b6749c2b917d4aad949b12cf3977a48b,159
e21ff1f90750ab24b8085998d32fb54,187
41bd68dd23107cc4b0aa56928723eca5,41
437f3ed08c32f2b9092ea6b09901598,171
1feeeaeb8b56e46d2dfaf88f42097063,12
b7707e9f69d6c0ec6c23793d085f1519,598
d07300cbf12c42c3c427f8508e3d634b,142
648ceaad362345518a6cf8c6b92417f2,265
b990ae1858bb82c133f84f942f9a2bf5,76
bc36588d4095dc0975c67b3b1e763fcf,125
163786646ae2578749a5fc144a874235,501
3f16d6ac013aa946977e464a4b82757d,335
45e69263902d77304dde7b6e74a2cede,36
3efdb762f2663a014c9dc258dd1682ab,83
3264f78bfc3bc58c9213ea6cb12e4e3c,85
6cd11fccae408795a99406d7384c870d,112
323c9dc2a8911e146f2f07de403e98d8,204
5823e5205bc7eb46cebc874b6631de1,744
31998170afc1a0b9d13bda570aea1f6d,12
4ac021653126a29e98618a1ba17f086b,191
b17929063c2b3d9a52aa494042b7c9db,114
82c6851526bf7350b5554d042286b030,34
3ec7f0347638f7a891eea2fc80d4a25f,244
6d01a15517fcec07a546b0c1c6a4821,82
7825218160564f137039b7b9eba2e0f7,242
12498dd65e8d65ac3b6f5204eb590354,304
6ee1f28244a72fcadad3ef3f3ebed150,9
dfa6e60e478d5053705278f93079331,46
60458c0d233ccf9daa69dfdc5532bb13,148
ef2655aecd7d8f2b6fca0ec9a39d7a9,61
bae4b861b5cf87275b182da8c76b7238,194
aa78d4465ae18312711f9e3a79a13dcf,504
1c53bc6a3992b0843677ee89898ae463,207
33ce4837f282443258c27e607f6e2d4c,191
a5047d31a855ffd1f339a7f0f377393e,1015
31cfc24310109174b11647ffa4306609,575
7448f1cba230298fcd61ab83ca5e9957,657
1f0d149b320aa4faafe1d4530f4c6e24,252
d6786ef05af6127d58e7058c5c570964,431
65ea0311528b1e5f16abce8cb03e7794,187
43fc65dfe952a7f4cf6923c08156107b,185
90ba6416acd424e06d8db5f653b07b4b,96
193ec1089f0a98a36518e6cd1fbc5fab,267
71304f56bb1165e7f42b5c72b4901f94,112
22428fd70b02b83ffc567bb1bd08c1ae,167
988108a7536d686824065b218dc1b5b9,804
692a66739b9ed5e14c88b7369bd6883d,82
8df7178ab0f02bd7a795ba688a0bfdb4,470
1c66dbe15a6be89a7bfe055aeab68431,57
133b51a2dcecd83c7c3c6f82a395b347,182
6d493677c8dfb9d8321338b7ef756ea5,255
a990f6d75c669f4351a95aaa6caba1d3,123
e67e3e3a21393927df59757e1209f2c7,521
783bafaa18e8e5a0bda72093f9b5aa73,68
92ff3c7b2b8b1f65e2693f33cdca907b,178
234902223d35129de74a9a0d75c085be,106
b6abe0f00fd452fa4101e38beb790a92,243
9650fa63c6ec14fd80700cbc107b6f7d,123
d56104e27f9d5f55725a7749daae1afa,59
5ebc7e111e9d0b5d473f10e6caaeca56,82
804c21bdd416783176ad064d1c5fdd7c,86
c4f6540454e65939921cb81cb1632a5e,369
97128412dfd802be2a9eb0f146e94477,116
6615a61a799c144e84306f3bf0a1f2d7,11
12243301d1c8148e33d7c9e122eec9b6,19
28151fb21f5a3c94887b6e2409779132,59
1be075751d7cfbf9ee8e9bd690a19ec1,167
508b9f9da70d70dc809a9c98ca4d300a,20
ea7ce310216a5a64a1bc65068a7d3cef,118
1f416598fe329a88b1bb46d2556ba67d,32
5c29bf38845b4ecbea0f3fb9c87b9c6a,219
fed8994632223d52afe1d4530f4c6e24,618
d4abda76f4db60086d07c55cf995503e,49
20649c88556a7e7a113ef105f1affa3f,127
73beb19621b7547af8a3d805c6a10776,83
9aaeb0852a4cca28471ac7b6a0462075,16
ec42bd73d57580a85b48f89d50b1db79,53
6f793e0f29f6b0b4da82e7357e8ee170,230
1a1de15e572e039df085b75b20c2db33,82
216d910f71942f205df3c6413d40ccb2,438
7478c015f1814c0728ccbb4eb8965b05,235
d6f754f7ccb42b194fc7cbcbd24e4ddd,428
2e8c4fd40a1be2fa5f38ed4497f2c53c,171
c6762641f741acc2a19bced881c9e641,93
a3d77c6b58ea6e75e4b68d3b17c43658,25
1079efee042629d4ce28f0f1b509eda,148
b30efada80553a1d202258c0423dde73,148
52f592a68c828a1e190cf42afcf85660,390
30774e3218da1f793eccc98914b46c47,259
3a5ce33bac316d8f6379c5e421c1d27,269
2854a948ff81145d2d7d789814cae761,22
74b37c2f88e0ef7a469bb3d27ee3bc4e,552
361f3fa1f09d25f07a5533ecb7691f17,46
2be8bd6b150a9fee97df6383472cc5b6,378
b67d3833e6991de8dd141480e2c154d3,229
909422a9d1b42e1380360680c1602c7d,156
721dfe60b48849ec7ac8cd969c3298ce,264
83e537cd6bb435e91d1a964dea8a7aab,378
f238821689b42db5d95840a0da458be0,20
9167cb083368cc6be3d59d595daeefd7,232
f70df58949dcb108b682148e4ffe282d,1155
679a25d96d21cae4a7feb903e89a6153,100
3c97b002e510db11e23d60a1b706b44f,256
a52f704da0d3c947ca92a4cdad802b45,167
caa7b1a7dabd0fd3be0e4b4a1a900aa0,188
4d39e6f28ce8970530515cb6d98a6c44,217
fd3c767468a825ba860800e6696b8284,411
1cde62b063e14777c9152a706245d48,208
d79f66a4566ff981424db5a60837de26,65
b6bcc1b1ccbf0ea0996e71cb10be68ac,666
5efb2b4cda03da10e047028ded406033,642
afb36ab0a7bb906bd95840a0da458be0,23
abcabe3968a64d4f16abce8cb03e7794,163
c7ce82b4b1e795b0cfd826dd468a5497,59
52cff656189850a2546b7395fb17f97e,214
b8c8758f8ee058182a9eb0f146e94477,252
db86af2bec3e48d7beda80d430b92891,57
5721c147ce05684d613dc416ee51531e,106
a61488f91b2837f8473f10e6caaeca56,186
4026bb045c2cfc669f4536d76626fb35,90
53e7ed598e9c3a09405f29f7fa3f25df,126
338eb8e836639e09f8f1f8fdb364ff3c,40
e4bc9cf3aaff441f19d740e0f6a9a113,96
ce8dae15de55bc57ec96068985a57399,43
9f69ac0aaab969682a9eb0f146e94477,141
57f592c3ec49318661c6c61410fc904b,175
471673f3f062abd473f10e6caaeca56,129
8285dfa786cf25b2c29fde65e51f52cb,148
d4f910cd784c38dc90b4e3bfacd1b5e3,188
8b049c92888475f67c3c6f82a395b347,604
9b0d7aac4500546911718baa6d4afc0b,409
4d1dc1ad555807559b0a29632c8d0005,87
9ff9c8287fdb49be8b55a52bfd1cce7a,691
f3760c5e8b97149163b803b494079757,412
61348ed95aac6b3799cbdd78ced2546,167
78ff8795f2cce2f7bedced414fad522f,154
df34c25a1e1abe9428044fe9244db50a,781
7c5e0fd7e8c62d047eed1e11d741a3f1,110
4359a0878f823f5b96e24f86f1144c52,64
2faa3cff00d98abdf5274507f44ab711,209
1d700f9bfc275cd23681114f72c10d56,732
86c8a3137a716d70e742b0b5e87bec54,311
3a46c9b9e8b18d6a61c6c61410fc904b,33
8c2430564a8e3a2354277bd8a941f068,76
2e27309be42276bebecf71e2e014ff6f,118
bb7ca919b59a3a2e6b418c7d9fedcaa9,257
ccc6b5ace9f5164d26068f53fe0ecf07,449
a4fc879c642e8fc4a5a4c80d90b70728,234
dd8b4530c7122fde6a8da1ee9004e891,133
edf4007e23cd00b359c19df2d1879464,189
ce93ae42d9cba64c8dcad5127c74b8e0,46
4a5bd025a2500b3b3967c36b4916b4de,600
c8a69b3e40337ba8c44c06ae133f875a,147
72502c40fc59b62f4fb68b983a4df738,1035
5881807902ace2dc7d26edf2a8ffb68,155
a053946cd9048d46f200a72c9245aee7,370
de79348d1ab77d2de1274d5dbd93afc8,74
2cc413c3ea9800b3cf1e58caa15acb49,452
43319fbb378083669d5b1db3ffcc1210,176
8d6de65bee9c269bf222d93492cfe0b9,80
7c768295f93290391d0ca8334e014176,240
87ee241d3d0d1dda4ff3c6764341833,73
6058ad4a6ec4eba46436916a86a90ed7,47
bf8c14637ee36251ae3e053f6a533410,534
