34,0.002275375002760418,0.0013777251511982397,0.0018265500769793289,0.0010339833097532392,1,0,57,57
264,0.001459557061035355,0.0007639846388679512,0.001111770849951653,0.0008380242506973445,0,0,1,8
310,0.0018024306616049382,0.0007811301340217232,0.0012917803978133306,0.0008524429285898805,0,0,4,30
314,0.0020237386198439624,0.0010700173277334852,0.0015468779737887238,0.0009748693555593491,3,0,11,53
29,0.0016012969056798012,0.0007030463501356553,0.0011521716279077282,0.000653245544526726,0,0,0,5
235,0.0019263552238587298,0.0011703761277539878,0.0015483656758063587,0.0009719986701384187,0,0,6,40
555,0.0022711106399173745,0.0013484053954363122,0.0018097580176768433,0.0009556635632179677,2,1,31,96
562,0.001757176289858039,0.0011125082119667845,0.001434842250912412,0.000968878623098135,0,0,3,28
381,0.0026829341567947865,0.002716588124350389,0.0026997611405725876,0.0015761196846142411,10,0,67,258
585,0.00222014851534132,0.0010703431462165663,0.001645245830778943,0.0011332024587318301,0,0,18,60
461,0.002645822928409598,0.001580587618638297,0.0021132052735239474,0.0012066072085872293,4,0,97,170
92,0.0016687288429191145,0.001424490324142694,0.0015466095835309042,0.0010607857257127762,0,0,1,17
482,0.0016021769989886525,0.0007058816214086314,0.001154029310198642,0.0006372188800014555,0,0,0,2
386,0.002033236878171424,0.001007746680877884,0.001520491779524654,0.0008008703589439392,1,0,25,82
542,0.0022850140845795445,0.0013509538387082218,0.001817983961643883,0.0010035235900431871,5,0,110,121
231,0.001806560155947863,0.00176675801352849,0.0017866590847381764,0.0011831131996586919,1,0,16,59
57,0.0018872456674683179,0.0018601715283197882,0.001873708597894053,0.001427670824341476,1,0,2,73
260,0.002332657316593929,0.0010225546593705661,0.0016776059879822476,0.0008874998893588781,0,0,11,34
86,0.0020657943591053376,0.0016317336162114718,0.0018487639876584047,0.0012374307261779904,1,0,23,118
288,0.0020571275603933716,0.0013733663365159366,0.0017152469484546541,0.0010555562330409884,1,0,3,44
259,0.0018645024879355555,0.0009129643753007278,0.0013887334316181417,0.0008999105775728822,0,0,4,29
129,0.0017905923192904055,0.001044264204625983,0.0014174282619581944,0.0008903894340619445,2,0,13,33
166,0.0016121713224562105,0.0012545319426296331,0.001433351632542922,0.001038604648783803,3,0,11,28
328,0.0017537382648036913,0.0009565090120229911,0.0013551236384133413,0.0008686341461725533,0,0,9,32
64,0.002204630606745536,0.0019302263977303113,0.0020674285022379236,0.0014008102007210255,2,0,19,89
109,0.0021145899941606055,0.001646464983470993,0.0018805274888157994,0.00106332846917212,0,0,7,56
17,0.0014479955114438505,0.0010922792482022028,0.0012701373798230265,0.0009393926011398435,0,0,8,17
225,0.001812924525686992,0.001009048061176236,0.001410986293431614,0.0008794364985078573,0,0,1,34
73,0.00260583822684207,0.0021742918093014506,0.0023900650180717605,0.0013162243412807584,2,0,89,240
391,0.0019422754663044439,0.001020233831253397,0.0014812546487789203,0.0009855091338977218,3,0,68,55
183,0.0021523641226241313,0.0020709380830823748,0.002111651102853253,0.0011758749606087804,0,0,0,32
594,0.001922523808770361,0.001063089256767811,0.001492806532769086,0.0009385959128849208,0,0,8,26
120,0.0017907494544375708,0.0014978900907897375,0.001644319772613654,0.001046513207256794,0,0,0,7
348,0.002270920727665457,0.0015984274708274301,0.0019346740992464435,0.0009147092932835221,2,0,36,92
60,0.0025289302461845853,0.002030349811242857,0.002279640028713721,0.001246996340341866,1,0,8,58
275,0.0016901388048478183,0.0007584990886473514,0.001224318946747585,0.0006129982648417354,0,0,0,13
295,0.0027031957097605856,0.0015133483392478322,0.002108272024504209,0.0010039235930889845,0,0,126,180
74,0.0020837295436201123,0.001091319863788772,0.0015875247037044423,0.0009756518411450088,0,0,4,49
304,0.001955091939771768,0.0008837344199314887,0.0014194131798516284,0.0007054926827549934,0,0,10,46
509,0.002034499824855604,0.0019786125213709055,0.0020065561731132547,0.001420112093910575,1,0,5,56
213,0.002044323818632638,0.001632874402627829,0.0018385991106302335,0.0011260814499109983,1,0,29,38
323,0.002328896884691175,0.0012768232003897888,0.0018028600425404819,0.0010774463880807161,3,0,5,38
195,0.0017918020951580658,0.0013208755778303246,0.001556338836494195,0.0009191061253659427,0,0,5,34
107,0.0015772268479671391,0.0017699615663192736,0.0016735942071432063,0.0011864322004839778,0,0,11,33
69,0.0022378374829089246,0.002056403291351198,0.0021471203871300613,0.0014265166828408837,0,0,17,88
516,0.0024161658041129525,0.001987400734357907,0.0022017832692354296,0.001338360132649541,0,0,108,137
35,0.002301999135117977,0.0017649131202612219,0.0020334561276895997,0.001384412171319127,2,0,21,75
263,0.002169298770354262,0.0010994556427537969,0.0016343772065540295,0.0009855530224740505,0,0,12,53
433,0.0026573548836321954,0.0014839903763419057,0.0020706726299870503,0.0011006169952452183,1,4,163,201
486,0.0026462544657714603,0.001358881784787405,0.0020025681252794324,0.0009616527822799981,1,0,42,134
315,0.0017429866084137722,0.0008865319195926022,0.0013147592640031873,0.00081260921433568,2,0,10,49
325,0.002069880103268725,0.0012362129293293053,0.001653046516299015,0.0011254255659878254,0,0,28,78
318,0.001927812439585358,0.0009481116837833889,0.0014379620616843734,0.0009107443038374186,1,0,30,96
584,0.00212278983346987,0.0011124433463367749,0.0016176165899033225,0.0010329739889129996,2,0,69,147
131,0.0023067853673140763,0.0018209771742704916,0.002063881270792284,0.0011347299441695213,3,0,69,120
80,0.001710744564862074,0.0016272180484544446,0.0016689813066582593,0.0010700970888137817,0,0,0,15
87,0.001987010217422315,0.0016105742283701882,0.0017987922228962516,0.0011966375168412924,2,0,9,55
201,0.0017645969617767153,0.0009259189780651933,0.0013452579699209542,0.0008812505984678864,0,0,30,55
394,0.002583826741353773,0.0016235210743084682,0.0021036739078311205,0.0012849775375798345,3,0,49,178
510,0.002214113226650072,0.0022726798904466757,0.002243396558548374,0.0014578321715816855,1,2,25,134
284,0.0018155241429487394,0.0007595064091094124,0.0012875152760290758,0.0007827600929886103,0,0,0,17
350,0.0019816016942501044,0.0008995352040610658,0.001440568449155585,0.0006960040191188455,0,0,0,2
558,0.0033313651228065485,0.002189881706715629,0.0027606234147610886,0.001427413197234273,16,0,497,408
485,0.002483839696478096,0.001228989783237486,0.001856414739857791,0.0010245984885841608,1,0,10,54
266,0.0016728611635308107,0.0007558709327069906,0.0012143660481189007,0.0008284536306746304,0,0,3,23
416,0.0022611672860727602,0.001353708699290984,0.001807437992681872,0.0009378838585689664,1,0,28,54
41,0.0019834453340510233,0.0008276404298690072,0.0014055428819600153,0.0007793751428835094,1,0,18,49
364,0.0021388160542065745,0.001783221157615434,0.0019610186059110042,0.001198668614961207,0,0,11,85
356,0.002600707309080272,0.001700926164013372,0.002150816736546822,0.001074597705155611,1,0,27,68
359,0.0023717303633291878,0.0027362539278349175,0.0025539921455820526,0.001512115471996367,4,0,53,230
576,0.0019626929283254315,0.0009202182232447284,0.00144145557578508,0.000838546606246382,2,0,16,67
529,0.00233443312515178,0.001420275945867467,0.0018773545355096235,0.0010945162503048778,1,0,81,90
441,0.0026023224958397597,0.001512661174125719,0.0020574918349827395,0.001190468668937683,0,0,61,100
444,0.0025313607486190663,0.0011589593929752298,0.001845160070797148,0.0009868568740785122,2,0,26,72
40,0.0025368392713892717,0.0016149760903633092,0.0020759076808762903,0.0011405986733734608,0,0,117,138
463,0.002086577800271041,0.0010711109872360465,0.0015788443937535437,0.0008596401894465089,0,0,25,94
232,0.002965650086559671,0.0025767959979054915,0.0027712230422325813,0.0015245834365487099,5,2,144,269
220,0.0022785899533400065,0.001165407763699984,0.0017219988585199953,0.0009811553172767162,0,0,16,71
58,0.00167289321367049,0.0014648931408460524,0.0015688931772582712,0.0010682011488825083,1,0,4,32
47,0.002036840018399542,0.0014171812250150296,0.0017270106217072859,0.0010747743071988225,0,0,15,55
146,0.0020862176222100977,0.0020988355360321022,0.0020925265791211,0.0014024743577465415,0,0,20,67
52,0.001992340497025991,0.0016360287438146805,0.0018141846204203357,0.0010102186352014542,1,0,5,28
543,0.002079419257704494,0.0011980476005112152,0.0016387334291078546,0.0010294645326212049,1,0,14,35
445,0.0031780115457951076,0.002039420922688917,0.0026087162342420126,0.0012123249471187592,6,2,367,347
365,0.0022827612950096373,0.0020396337610646903,0.0021611975280371636,0.0013773678801953793,0,0,53,120
377,0.002204087579766877,0.0013133092548459195,0.0017586984173063981,0.0011538302060216665,1,0,28,71
