34,0.002318522,0.001580958,0.00194974,0,0,44,51
264,0.001693361,0.001900564,0.001796963,0,0,0,48
310,0.001871294,0.001128023,0.001499658,2,0,11,133
314,0.002092586,0.001468703,0.001780644,0,0,18,76
29,0.001640937,0.000886235,0.001263586,0,0,1,37
235,0.001956409,0.001336442,0.001646425,1,0,16,35
555,0.002386436,0.002086448,0.002236442,2,0,114,157
562,0.001785436,0.00125502,0.001520228,0,0,4,20
381,0.002564103,0.003050872,0.002807488,2,0,92,109
585,0.002192315,0.001273344,0.00173283,0,0,13,158
461,0.00271073,0.00207571,0.00239322,2,0,230,215
92,0.001712374,0.001668159,0.001690266,1,0,13,94
482,0.001639722,0.000829447,0.001234585,1,0,0,86
386,0.002156222,0.001784976,0.001970599,0,1,78,218
542,0.002428972,0.002539575,0.002484274,3,0,260,199
231,0.001831016,0.002003087,0.001917052,1,0,15,40
57,0.001914356,0.002024521,0.001969439,1,0,10,40
260,0.002380967,0.001227928,0.001804447,2,0,44,75
86,0.002117849,0.001916536,0.002017192,0,0,31,94
288,0.002086527,0.001520661,0.001803594,3,0,9,35
259,0.001926717,0.001348261,0.001637489,0,0,28,59
129,0.001815482,0.001257257,0.001536369,0,0,22,46
166,0.001687569,0.0018803,0.001783935,0,0,30,84
328,0.001852625,0.001514408,0.001683516,0,0,18,153
64,0.00221951,0.002078868,0.002149189,0,3,33,68
109,0.002148057,0.001782418,0.001965238,3,0,24,47
17,0.001542528,0.001673662,0.001608095,2,0,20,44
225,0.001843494,0.001157208,0.001500351,0,1,4,32
73,0.002566331,0.002527461,0.002546896,0,0,127,159
391,0.002226537,0.002462449,0.002344493,5,0,244,234
183,0.001960985,0.002395903,0.002178444,1,0,5,56
594,0.001940891,0.001223091,0.001581991,0,0,26,27
120,0.001823956,0.001660008,0.001741982,0,0,0,58
348,0.002293167,0.001922952,0.002108059,2,0,76,122
60,0.002295347,0.002290504,0.002292925,3,0,10,35
275,0.001789294,0.001284281,0.001536787,0,0,5,89
295,0.002790689,0.002133837,0.002462263,3,0,201,298
74,0.002123275,0.001269519,0.001696397,0,0,21,42
304,0.002012938,0.001178155,0.001595547,2,0,35,52
509,0.00199851,0.002257954,0.002128232,0,0,15,81
213,0.002055356,0.002036718,0.002046037,2,0,73,122
323,0.002136626,0.001542642,0.001839634,1,0,7,44
195,0.001895102,0.001992324,0.001943713,2,0,40,141
107,0.001815622,0.003206852,0.002511237,4,1,94,130
69,0.002248644,0.002244141,0.002246393,0,0,18,69
516,0.002414319,0.002366921,0.00239062,1,0,143,128
35,0.00229044,0.00193168,0.00211106,0,0,26,83
263,0.002219075,0.001384,0.001801538,0,0,48,121
433,0.00283736,0.002688234,0.002762797,5,1,494,292
486,0.002697093,0.001681693,0.002189393,1,0,71,176
315,0.001901116,0.001843288,0.001872202,0,0,67,95
325,0.002120673,0.001519782,0.001820227,2,0,40,82
318,0.002105704,0.00186704,0.001986372,1,0,170,191
584,0.002202762,0.001647688,0.001925225,6,0,183,167
131,0.002350102,0.00232773,0.002338916,0,0,116,135
80,0.001711117,0.00222502,0.001968069,0,0,8,62
87,0.002004642,0.001864178,0.00193441,0,0,18,52
201,0.001875858,0.00168253,0.001779194,2,0,83,157
394,0.002603763,0.00195932,0.002281541,1,0,72,137
510,0.002184991,0.002649872,0.002417431,2,0,47,117
284,0.001836514,0.001016755,0.001426634,0,0,2,22
350,0.002004069,0.000987274,0.001495672,0,0,0,10
558,0.003447902,0.003393384,0.003420643,13,0,782,422
485,0.002518084,0.001420435,0.00196926,0,0,22,96
266,0.001719737,0.000949262,0.0013345,0,0,18,27
416,0.002297557,0.0015849,0.001941229,0,0,57,43
41,0.002017897,0.001019244,0.00151857,0,0,26,49
364,0.002172627,0.001968534,0.002070581,1,0,19,47
356,0.002625093,0.001861562,0.002243328,0,0,51,48
359,0.002289689,0.003147075,0.002718382,2,0,54,140
576,0.002031248,0.00141519,0.001723219,1,0,46,124
529,0.002398496,0.002627278,0.002512887,2,3,376,228
441,0.002593153,0.001752212,0.002172683,0,0,66,55
444,0.002567642,0.001343458,0.00195555,0,0,26,76
40,0.002467466,0.002091075,0.00227927,2,0,160,151
463,0.00225838,0.002074008,0.002166194,2,0,107,177
232,0.002594465,0.003423998,0.003009231,4,2,276,260
220,0.002319835,0.001451215,0.001885525,1,0,49,91
58,0.001701356,0.001752259,0.001726808,0,0,19,69
47,0.002070166,0.001702682,0.001886424,1,0,42,74
146,0.00211002,0.002267952,0.002188986,1,0,30,56
52,0.002015928,0.001723738,0.001869833,0,0,8,19
543,0.002116979,0.001417257,0.001767118,1,0,8,27
445,0.003199542,0.002778346,0.002988944,4,1,527,188
365,0.002292841,0.002366874,0.002329857,0,0,90,125
377,0.002244825,0.001565471,0.001905148,0,0,30,85
152,0.00192543,0.001967992,0.001946711,1,0,3,23
251,0.001853867,0.00124914,0.001551504,1,0,24,35
525,0.001947607,0.002397512,0.002172559,0,0,97,128
474,0.003602248,0.003762643,0.003682446,15,3,1804,523
456,0.002657785,0.001855024,0.002256404,2,0,61,60
499,0.001936467,0.001949339,0.001942903,1,0,14,56
596,0.002052705,0.001412235,0.00173247,0,0,7,22
153,0.002042094,0.0022648,0.002153447,0,0,35,33
312,0.002520041,0.00172955,0.002124795,2,0,91,282
531,0.001878883,0.002133151,0.002006017,1,2,90,114
173,0.002232884,0.000953364,0.001593124,0,0,0,5
559,0.00449678,0.004349674,0.004423227,18,7,2434,683
5,0.002080035,0.00231033,0.002195183,0,0,15,38
294,0.001655667,0.001545835,0.001600751,0,0,4,58
313,0.001960649,0.001152901,0.001556775,0,0,11,91
308,0.002167139,0.0015647,0.001865919,6,0,78,190
442,0.003008634,0.00194539,0.002477012,3,0,158,191
546,0.001841421,0.001945842,0.001893631,3,0,50,145
177,0.002483747,0.001299615,0.001891681,1,0,42,86
36,0.001694558,0.001286446,0.001490502,0,0,18,28
303,0.001929225,0.001095667,0.001512446,1,0,17,43
319,0.001869868,0.001035606,0.001452737,0,0,1,102
140,0.001920932,0.002483717,0.002202325,0,0,53,116
256,0.002105264,0.00216951,0.002137387,0,0,46,80
423,0.00245195,0.001831055,0.002141502,0,0,31,22
327,0.00184615,0.002236574,0.002041362,1,0,14,73
130,0.002739819,0.003479695,0.003109757,9,0,411,280
435,0.002834181,0.002005718,0.002419949,4,1,161,140
149,0.002196368,0.002300228,0.002248298,0,0,16,55
